6,133,1303,85419DF1100001630000000F3F57FEB2,agent8254 agent8254,5,t,
4,133,1172,8541B72510000163000000843F57FEB2,agent8226 agent8226,1,t,
7,134,1169,85419D1010000163000000003F57FEB2,agent8229 agent8229,2,t,
3,134,1146,85419DDB10000163000000093F57FEB2,agent8235 agent8235,3,t,
6,133,1168,85419E0410000163000000133F57FEB2,agent8222 agent8222,1,t,
7,132,1170,85419DC210000163000000043F57FEB2,agent8228 agent8228,2,t,
4,132,1302,8541BE97100001630000009A3F57FEB2,agent8253 agent8253,5,t,
5,132,1294,8541AFB610000163000000323F57FEB2,agent8244 agent8244,4,t,
5,133,1148,85419F6710000163000000193F57FEB2,agent8237 agent8237,3,t,
3,132,1147,8541D0A710000163000000D13F57FEB2,agent8238 agent8238,3,t,
5,133,1162,8541A80C10000163000000283F57FEB2,agent8241 agent8241,3,t,
5,146,1298,8541C99310000163000000BB3F57FEB2,agent8248 agent8248,4,t,
5,149,1163,8541A172100001630000001E3F57FEB2,agent8242 agent8242,4,t,
5,148,1185,8541BA77100001630000008F3F57FEB2,agent8230 agent8230,2,t,
4,150,1171,8541B333100001630000006D3F57FEB2,agent8227 agent8227,1,t,
3,148,1161,8541CCBD10000163000000C63F57FEB2,agent8240 agent8240,3,t,
6,150,1183,8541A47A10000163000000233F57FEB2,agent8231 agent8231,2,t,
5,149,1293,8541C55910000163000000B03F57FEB2,agent8245 agent8245,4,t,
4,155,1167,8541C1C710000163000000A53F57FEB2,agent8223 agent8223,1,t,
4,147,1163,8541E67810000163000001133F57FEB2,agent8242 agent8242,4,t,
3,152,1296,8541DB2410000163000000F23F57FEB2,agent8246 agent8246,4,t,
5,152,1149,8541D41110000163000000DC3F57FEB2,agent8239 agent8239,3,t,
1,150,1110,8541EF8410000163000001293F57FEB2,agent8221 agent8221,1,t,
5,152,1165,8541D7C110000163000000E73F57FEB2,agent8225 agent8225,1,t,
4,152,1143,8541DF7210000163000000FD3F57FEB2,agent8234 agent8234,2,t,
4,153,1164,8541E2CD10000163000001083F57FEB2,agent8243 agent8243,4,t,
3,150,1293,8541F8EC100001630000014A3F57FEB2,agent8245 agent8245,4,t,
0,150,1298,854203CC100001630000016B3F57FEB2,agent8248 agent8248,4,t,
4,150,1294,8541F53C100001630000013F3F57FEB2,agent8244 agent8244,4,t,
5,151,1166,8541ED85100001630000011E3F57FEB2,agent8224 agent8224,1,t,
5,152,1145,8541F1D910000163000001343F57FEB2,agent8236 agent8236,3,t,
2,150,1296,8542078510000163000001763F57FEB2,agent8246 agent8246,4,t,
5,151,1299,8541FC8610000163000001553F57FEB2,agent8250 agent8250,5,t,
5,150,1144,8541FFF610000163000001603F57FEB2,agent8233 agent8233,2,t,
5,149,1171,85420B2D10000163000001813F57FEB2,agent8227 agent8227,1,t,
5,149,1146,85420E96100001630000018C3F57FEB2,agent8235 agent8235,3,t,
5,149,1148,8542124110000163000001973F57FEB2,agent8237 agent8237,3,t,
6,148,1184,8542163610000163000001A23F57FEB2,agent8232 agent8232,2,t,
5,148,1172,85421A0C10000163000001AD3F57FEB2,agent8226 agent8226,1,t,
5,149,1162,85421D9910000163000001B83F57FEB2,agent8241 agent8241,3,t,
5,148,1300,8542210B10000163000001C33F57FEB2,agent8251 agent8251,5,t,
5,148,1168,8542250310000163000001CE3F57FEB2,agent8222 agent8222,1,t,
6,148,1164,8542284F10000163000001D93F57FEB2,agent8243 agent8243,4,t,
5,149,1161,85422C4C10000163000001E43F57FEB2,agent8240 agent8240,3,t,
5,149,1163,85422FC310000163000001EF3F57FEB2,agent8242 agent8242,4,t,
5,150,1297,8542339510000163000001FA3F57FEB2,agent8249 agent8249,5,t,
6,149,1301,8542370310000163000002053F57FEB2,agent8252 agent8252,5,t,
6,149,1147,85423AE910000163000002103F57FEB2,agent8238 agent8238,3,t,
5,150,1293,85423E80100001630000021B3F57FEB2,agent8245 agent8245,4,t,
5,149,1294,8542422510000163000002263F57FEB2,agent8244 agent8244,4,t,
6,149,1285,854245AB10000163000002313F57FEB2,agent8255 agent8255,5,t,
5,149,1298,8542499D100001630000023C3F57FEB2,agent8248 agent8248,4,t,
5,149,1303,85424CFE10000163000002473F57FEB2,agent8254 agent8254,5,t,
2,148,1164,85425F96100001630000027E3F57FEB2,agent8243 agent8243,4,t,
5,149,1169,854251E110000163000002523F57FEB2,agent8229 agent8229,2,t,
5,149,1302,8542549C100001630000025D3F57FEB2,agent8253 agent8253,5,t,
6,149,1296,854258BC10000163000002683F57FEB2,agent8246 agent8246,4,t,
5,150,1149,85425C8C10000163000002733F57FEB2,agent8239 agent8239,3,t,
5,150,1183,854262F210000163000002893F57FEB2,agent8231 agent8231,2,t,
5,150,1167,8542670D10000163000002943F57FEB2,agent8223 agent8223,1,t,
6,149,1145,85426AD7100001630000029F3F57FEB2,agent8236 agent8236,3,t,
6,149,1163,85426E2710000163000002AA3F57FEB2,agent8242 agent8242,4,t,
5,150,1165,854271F610000163000002B53F57FEB2,agent8225 agent8225,1,t,
5,149,1170,8542761F10000163000002C03F57FEB2,agent8228 agent8228,2,t,
5,149,1299,8542791710000163000002CB3F57FEB2,agent8250 agent8250,5,t,
5,149,1146,85427CE210000163000002D63F57FEB2,agent8235 agent8235,3,t,
5,149,1293,8542805610000163000002E13F57FEB2,agent8245 agent8245,4,t,
6,148,1110,854284E510000163000002EC3F57FEB2,agent8221 agent8221,1,t,
6,148,1300,854287E410000163000002F73F57FEB2,agent8251 agent8251,5,t,
5,149,1166,85428BA810000163000003023F57FEB2,agent8224 agent8224,1,t,
6,148,1297,85428FBE100001630000030D3F57FEB2,agent8249 agent8249,5,t,
6,147,1185,854292D910000163000003183F57FEB2,agent8230 agent8230,2,t,
5,148,1294,8542967F10000163000003233F57FEB2,agent8244 agent8244,4,t,
6,147,1148,85429AAF100001630000032E3F57FEB2,agent8237 agent8237,3,t,
6,147,1162,8542A08B10000163000003393F57FEB2,agent8241 agent8241,3,t,
5,147,1301,8542A47E10000163000003443F57FEB2,agent8252 agent8252,5,t,
6,146,1144,8542A5A810000163000003493F57FEB2,agent8233 agent8233,2,t,
6,147,1143,8542A8D010000163000003543F57FEB2,agent8234 agent8234,2,t,
6,147,1285,8542ACBA10000163000003653F57FEB2,agent8255 agent8255,5,t,
6,147,1298,8542B03510000163000003703F57FEB2,agent8248 agent8248,4,t,
6,147,1184,8542B3C1100001630000037B3F57FEB2,agent8232 agent8232,2,t,
5,147,1171,8542B80910000163000003863F57FEB2,agent8227 agent8227,1,t,
5,146,1161,8542BB3810000163000003913F57FEB2,agent8240 agent8240,3,t,
5,147,1169,8542C00A100001630000039C3F57FEB2,agent8229 agent8229,2,t,
5,147,1183,8542C25B10000163000003A73F57FEB2,agent8231 agent8231,2,t,
6,146,1170,8542C73410000163000003B23F57FEB2,agent8228 agent8228,2,t,
6,146,1172,8542CA0110000163000003BD3F57FEB2,agent8226 agent8226,1,t,
6,146,1303,8542CD7110000163000003C83F57FEB2,agent8254 agent8254,5,t,
2,146,1143,8542DFFC10000163000003FF3F57FEB2,agent8234 agent8234,2,t,
5,147,1164,8542D15410000163000003D33F57FEB2,agent8243 agent8243,4,t,
1,148,1144,8542E3A3100001630000040A3F57FEB2,agent8233 agent8233,2,t,
6,147,1147,8542D4E810000163000003DE3F57FEB2,agent8238 agent8238,3,t,
6,147,1185,8542D8DF10000163000003E93F57FEB2,agent8230 agent8230,2,t,
5,147,1149,8542DC4910000163000003F43F57FEB2,agent8239 agent8239,3,t,
